rally_uid,sex,match,numberGame,rally_id,strikeNumber,scoreSelf,scoreOther,serverGetPoint,gamePlayerId,gamePlayerOtherId,strikeId,handId,strengthId,spinId,pointId,actionId,positionId,prev_actionId,next_actionId,prev_pointId,next_pointId,prev_spinId,next_spinId,prev_positionId,next_positionId,prev_handId,next_handId,prev_strengthId,next_strengthId,prev_strikeId,next_strikeId,has_next,target_serverGetPoint,score_diff,score_total,lead_state,is_close_score,is_deuce_like,is_game_point_self,is_game_point_other,strike_parity,serve_receive_phase,stage_bucket,action_group,action_spin_combo,action_point_combo,hand_action_combo,action_bigram,spin_bigram,action_changed,point_changed,spin_changed,position_changed,hand_changed,prefix_attack_count,prefix_control_count,prefix_defense_count,prefix_serve_count,prefix_unique_action_count,same_action_run_len,same_action_run_bucket
1037,2,26,2,3,3,1,1,0,40,39,4,1,1,1,0,1,0,10,,5,,2,,0,,2,,2,,2,,False,0,0,2,0,1,0,0,0,1,rally,3_4_early,Attack,1|1,1|0,1|1,10->1,2->1,1,1,1,0,1,1,1,0,0,3,1,1
1038,2,26,2,4,9,1,2,0,40,39,4,2,2,3,0,13,0,2,,9,,1,,0,,1,,3,,4,,False,0,-1,3,-1,1,0,0,0,1,rally,9plus_late,Defense,13|3,13|0,2|13,2->13,1->3,1,1,1,0,1,6,0,2,0,5,1,1
1039,2,26,2,5,3,3,1,0,39,40,4,0,0,0,0,0,0,10,,6,,2,,0,,1,,2,,2,,False,0,2,4,1,0,0,0,0,1,rally,3_4_early,Zero,0|0,0|0,0|0,10->0,2->0,1,1,1,0,1,0,1,0,0,2,1,1
1040,2,26,2,6,9,3,2,0,39,40,4,2,2,3,0,13,0,6,,5,,1,,0,,2,,3,,4,,False,0,1,5,1,1,0,0,0,1,rally,9plus_late,Defense,13|3,13|0,2|13,6->13,1->3,1,1,1,0,0,5,1,2,0,6,1,1
1041,2,26,2,7,3,3,3,0,40,39,4,1,3,1,0,1,0,1,,5,,1,,0,,2,,3,,2,,False,0,0,6,0,1,0,0,0,1,rally,3_4_early,Attack,1|1,1|0,1|1,1->1,1->1,0,1,0,0,1,2,0,0,0,2,2,2
1042,2,26,2,8,4,4,3,1,39,40,4,1,2,1,0,13,0,1,,5,,1,,0,,1,,2,,4,,False,1,1,7,1,1,0,0,0,0,rally,3_4_early,Defense,13|1,13|0,1|13,1->13,1->1,1,1,0,0,0,1,1,1,0,4,1,1
1043,2,26,2,9,2,4,4,1,40,39,2,1,2,3,0,10,0,0,,1,,4,,0,,1,,2,,1,,False,1,0,8,0,1,0,0,0,0,receive,2_receive,Control,10|3,10|0,1|10,0->10,4->3,1,1,1,0,0,0,1,0,0,2,1,1
1044,2,26,2,10,4,4,5,1,40,39,4,2,2,3,0,13,0,2,,6,,1,,0,,1,,2,,4,,False,1,-1,9,-1,1,0,0,0,0,rally,3_4_early,Defense,13|3,13|0,2|13,2->13,1->3,1,1,1,0,1,2,0,1,0,4,1,1
1045,2,26,2,11,4,6,4,1,39,40,4,0,0,0,0,0,0,5,,8,,1,,0,,2,,3,,4,,False,1,2,10,1,0,0,0,0,0,rally,3_4_early,Zero,0|0,0|0,0|0,5->0,1->0,1,1,1,0,1,1,1,0,0,3,1,1
1046,2,26,2,12,4,6,5,1,39,40,4,1,3,1,0,1,0,13,,5,,3,,0,,1,,2,,4,,False,1,1,11,1,1,0,0,0,0,rally,3_4_early,Attack,1|1,1|0,1|1,13->1,3->1,1,1,1,0,0,2,0,1,0,3,1,1
1047,2,26,2,13,6,6,6,1,40,39,4,2,2,1,0,2,0,2,,8,,1,,0,,2,,2,,4,,False,1,0,12,0,1,0,0,0,0,rally,5_8_mid,Attack,2|1,2|0,2|2,2->2,1->1,0,1,0,0,0,4,0,1,0,5,2,2
1048,2,26,2,14,4,6,7,1,40,39,4,2,1,1,0,1,0,10,,9,,2,,0,,1,,2,,4,,False,1,-1,13,-1,1,0,0,0,0,rally,3_4_early,Attack,1|1,1|0,2|1,10->1,2->1,1,1,1,0,1,1,2,0,0,3,1,1
1049,2,26,2,15,2,8,6,1,39,40,2,2,2,2,0,10,0,0,,3,,2,,0,,1,,2,,1,,False,1,2,14,1,0,0,0,0,0,receive,2_receive,Control,10|2,10|0,2|10,0->10,2->2,1,1,0,0,1,0,1,0,0,2,1,1
1050,2,26,2,16,7,7,8,0,40,39,4,2,2,3,0,13,0,2,,9,,1,,0,,1,,3,,4,,False,0,-1,15,-1,1,0,0,0,1,rally,5_8_mid,Defense,13|3,13|0,2|13,2->13,1->3,1,1,1,0,1,5,0,1,0,4,1,1
1051,2,26,2,17,2,7,9,1,40,39,2,2,2,1,0,10,0,0,,5,,4,,0,,1,,2,,1,,False,1,-2,16,-1,0,0,0,0,0,receive,2_receive,Control,10|1,10|0,2|10,0->10,4->1,1,1,1,0,1,0,1,0,0,2,1,1
1052,2,26,2,18,2,7,10,1,40,39,2,2,1,1,0,1,0,0,,3,,2,,0,,1,,2,,1,,False,1,-3,17,-1,0,0,0,1,0,receive,2_receive,Attack,1|1,1|0,2|1,0->1,2->1,1,1,1,0,1,1,0,0,0,2,1,1
1053,2,26,3,1,2,0,0,1,39,40,2,2,1,1,0,10,0,0,,5,,4,,0,,1,,1,,1,,False,1,0,0,0,1,0,0,0,0,receive,2_receive,Control,10|1,10|0,2|10,0->10,4->1,1,1,1,0,1,0,1,0,0,2,1,1
1054,2,26,3,2,5,1,0,0,40,39,4,1,3,1,0,2,0,1,,4,,1,,0,,1,,2,,4,,False,0,1,1,1,1,0,0,0,1,rally,5_8_mid,Attack,2|1,2|0,1|2,1->2,1->1,1,1,0,0,0,3,0,1,0,4,1,1
1055,2,26,3,3,2,1,1,1,40,39,2,1,2,2,0,10,0,0,,4,,5,,0,,1,,2,,1,,False,1,0,2,0,1,0,0,0,0,receive,2_receive,Control,10|2,10|0,1|10,0->10,5->2,1,1,1,0,0,0,1,0,0,2,1,1
1056,2,26,3,4,4,1,2,1,40,39,4,0,0,0,0,0,0,1,,9,,1,,0,,1,,3,,4,,False,1,-1,3,-1,1,0,0,0,0,rally,3_4_early,Zero,0|0,0|0,0|0,1->0,1->0,1,1,1,0,1,1,1,0,0,3,1,1
1057,2,26,3,5,6,3,1,1,39,40,4,1,3,1,0,2,0,2,,7,,1,,0,,2,,2,,4,,False,1,2,4,1,0,0,0,0,0,rally,5_8_mid,Attack,2|1,2|0,1|2,2->2,1->1,0,1,0,0,1,5,0,0,0,3,4,4plus
1058,2,26,3,6,6,3,2,1,39,40,4,1,3,1,0,1,0,13,,7,,3,,0,,1,,2,,4,,False,1,1,5,1,1,0,0,0,0,rally,5_8_mid,Attack,1|1,1|0,1|1,13->1,3->1,1,1,1,0,0,4,0,1,0,5,1,1
1059,2,26,3,7,8,3,3,1,40,39,4,1,2,1,0,2,0,3,,7,,1,,0,,1,,3,,4,,False,1,0,6,0,1,0,0,0,0,rally,5_8_mid,Attack,2|1,2|0,1|2,3->2,1->1,1,1,0,0,0,4,1,2,0,7,1,1
1060,2,26,3,8,4,3,4,1,40,39,4,2,3,1,0,2,0,2,,6,,1,,0,,1,,3,,4,,False,1,-1,7,-1,1,0,0,0,0,rally,3_4_early,Attack,2|1,2|0,2|2,2->2,1->1,0,1,0,0,1,3,0,0,0,3,2,2
1061,2,26,3,9,2,5,3,1,39,40,2,2,2,1,0,6,0,0,,3,,5,,0,,1,,2,,1,,False,1,2,8,1,0,0,0,0,0,receive,2_receive,Attack,6|1,6|0,2|6,0->6,5->1,1,1,1,0,1,1,0,0,0,2,1,1
1062,2,26,3,10,3,4,5,0,40,39,4,2,2,3,0,13,0,1,,8,,1,,0,,2,,2,,2,,False,0,-1,9,-1,1,0,0,0,1,rally,3_4_early,Defense,13|3,13|0,2|13,1->13,1->3,1,1,1,0,0,1,0,1,0,3,1,1
1063,2,26,3,11,2,4,6,1,40,39,2,2,2,1,0,4,0,0,,4,,3,,0,,1,,2,,1,,False,1,-2,10,-1,0,0,0,0,0,receive,2_receive,Attack,4|1,4|0,2|4,0->4,3->1,1,1,1,0,1,1,0,0,0,2,1,1
1064,2,26,3,12,4,4,7,1,40,39,4,2,2,1,0,2,0,2,,9,,1,,0,,2,,3,,4,,False,1,-3,11,-1,0,0,0,0,0,rally,3_4_early,Attack,2|1,2|0,2|2,2->2,1->1,0,1,0,0,0,3,0,0,0,3,2,2
1065,2,26,3,13,8,8,4,1,39,40,4,2,2,3,0,13,0,1,,9,,1,,0,,1,,3,,4,,False,1,4,12,1,0,0,0,0,0,rally,5_8_mid,Defense,13|3,13|0,2|13,1->13,1->3,1,1,1,0,1,4,1,2,0,5,1,1
1066,2,26,3,14,6,8,5,1,39,40,4,2,2,1,0,6,0,13,,9,,3,,0,,2,,2,,4,,False,1,3,13,1,0,0,0,0,0,rally,5_8_mid,Attack,6|1,6|0,2|6,13->6,3->1,1,1,1,0,0,2,2,1,0,6,1,1
1067,2,26,3,15,3,8,6,0,39,40,4,1,2,1,0,1,0,10,,5,,2,,0,,1,,2,,2,,False,0,2,14,1,0,0,0,0,1,rally,3_4_early,Attack,1|1,1|0,1|1,10->1,2->1,1,1,1,0,0,1,1,0,0,3,1,1
1068,2,26,3,16,2,7,8,1,40,39,2,1,1,1,0,1,0,0,,5,,5,,0,,1,,2,,1,,False,1,-1,15,-1,1,0,0,0,0,receive,2_receive,Attack,1|1,1|0,1|1,0->1,5->1,1,1,1,0,0,1,0,0,0,2,1,1
1069,2,26,3,17,10,9,7,1,39,40,4,1,3,1,0,1,0,13,,8,,3,,0,,2,,2,,4,,False,1,2,16,1,0,0,0,0,0,rally,9plus_late,Attack,1|1,1|0,1|1,13->1,3->1,1,1,1,0,1,5,1,3,0,6,1,1
1070,2,26,3,18,2,9,8,1,39,40,2,2,2,3,0,6,0,0,,6,,4,,0,,2,,2,,1,,False,1,1,17,1,1,0,0,0,0,receive,2_receive,Attack,6|3,6|0,2|6,0->6,4->3,1,1,1,0,0,1,0,0,0,2,1,1
1071,2,26,3,19,5,9,9,0,39,40,4,1,2,3,0,13,0,13,,7,,3,,0,,1,,2,,4,,False,0,0,18,0,1,0,0,0,1,rally,5_8_mid,Defense,13|3,13|0,1|13,13->13,3->3,0,1,0,0,0,1,1,2,0,4,2,2
1072,2,26,3,20,12,10,9,1,40,39,4,2,2,1,0,2,0,2,,5,,1,,0,,2,,2,,4,,False,1,1,19,1,1,0,1,0,0,rally,9plus_late,Attack,2|1,2|0,2|2,2->2,1->1,0,1,0,0,0,7,1,3,0,7,2,2
1073,2,26,3,21,3,10,10,0,40,39,4,2,3,1,0,2,0,4,,9,,1,,0,,2,,3,,2,,False,0,0,20,0,1,1,0,0,1,rally,3_4_early,Attack,2|1,2|0,2|2,4->2,1->1,1,1,0,0,0,2,0,0,0,3,1,1
1074,2,26,3,22,5,11,10,0,39,40,4,1,3,1,0,1,0,13,,5,,3,,0,,1,,2,,4,,False,0,1,21,1,1,1,1,0,1,rally,5_8_mid,Attack,1|1,1|0,1|1,13->1,3->1,1,1,1,0,0,2,1,1,0,4,1,1
1075,2,26,3,23,4,11,11,1,39,40,4,2,2,3,0,6,0,13,,6,,3,,0,,2,,2,,4,,False,1,0,22,0,1,1,0,0,0,rally,3_4_early,Attack,6|3,6|0,2|6,13->6,3->3,1,1,0,0,0,2,0,1,0,3,1,1
1076,2,26,3,24,4,12,11,1,40,39,4,2,2,3,0,13,0,2,,6,,1,,0,,1,,2,,4,,False,1,1,23,1,1,1,1,0,0,rally,3_4_early,Defense,13|3,13|0,2|13,2->13,1->3,1,1,1,0,1,2,0,1,0,4,1,1
1077,2,26,3,25,3,12,12,0,40,39,4,2,2,3,0,13,0,1,,8,,1,,0,,2,,2,,2,,False,0,0,24,0,1,1,0,0,1,rally,3_4_early,Defense,13|3,13|0,2|13,1->13,1->3,1,1,1,0,0,1,0,1,0,3,1,1
1078,2,26,3,26,6,12,13,1,40,39,4,2,2,1,0,2,0,1,,6,,1,,0,,1,,2,,4,,False,1,-1,25,-1,1,1,0,1,0,rally,5_8_mid,Attack,2|1,2|0,2|2,1->2,1->1,1,1,0,0,1,3,1,1,0,5,1,1
1079,2,26,4,1,4,0,0,1,40,39,4,1,3,1,0,2,0,7,,4,,1,,0,,1,,2,,4,,False,1,0,0,0,1,0,0,0,0,rally,3_4_early,Attack,2|1,2|0,1|2,7->2,1->1,1,1,0,0,0,2,1,0,0,4,1,1
1080,2,26,4,2,6,0,1,1,40,39,4,1,3,3,0,13,0,1,,7,,1,,0,,1,,3,,4,,False,1,-1,1,-1,1,0,0,0,0,rally,5_8_mid,Defense,13|3,13|0,1|13,1->13,1->3,1,1,1,0,0,2,1,2,0,4,1,1
1081,2,26,4,3,4,2,0,1,39,40,4,1,2,1,0,1,0,10,,9,,2,,0,,2,,2,,4,,False,1,2,2,1,0,0,0,0,0,rally,3_4_early,Attack,1|1,1|0,1|1,10->1,2->1,1,1,1,0,1,1,2,0,0,3,1,1
1082,2,26,4,4,4,2,1,1,39,40,4,0,0,0,0,0,0,13,,2,,3,,0,,2,,1,,4,,False,1,1,3,1,1,0,0,0,0,rally,3_4_early,Zero,0|0,0|0,0|0,13->0,3->0,1,1,1,0,1,1,0,1,0,3,1,1
1083,2,26,4,5,8,2,2,1,40,39,4,2,2,3,0,13,0,2,,6,,1,,0,,2,,2,,4,,False,1,0,4,0,1,0,0,0,0,rally,5_8_mid,Defense,13|3,13|0,2|13,2->13,1->3,1,1,1,0,0,6,0,1,0,4,1,1
1084,2,26,4,6,9,3,2,0,39,40,4,1,3,1,0,1,0,13,,5,,3,,0,,1,,2,,4,,False,0,1,5,1,1,0,0,0,1,rally,9plus_late,Attack,1|1,1|0,1|1,13->1,3->1,1,1,1,0,0,4,1,3,0,4,1,1
1085,2,26,4,7,7,3,3,0,40,39,4,2,2,1,0,6,0,13,,5,,3,,0,,2,,2,,4,,False,0,0,6,0,1,0,0,0,1,rally,5_8_mid,Attack,6|1,6|0,2|6,13->6,3->1,1,1,1,0,0,5,0,1,0,4,1,1
1086,2,26,4,8,6,4,3,1,39,40,4,0,0,0,0,0,0,5,,7,,1,,0,,1,,3,,4,,False,1,1,7,1,1,0,0,0,0,rally,5_8_mid,Zero,0|0,0|0,0|0,5->0,1->0,1,1,1,0,1,2,1,1,0,5,1,1
1087,2,26,4,9,6,4,4,1,40,39,4,1,0,3,0,13,0,1,,4,,1,,0,,1,,2,,4,,False,1,0,8,0,1,0,0,0,0,rally,5_8_mid,Defense,13|3,13|0,1|13,1->13,1->3,1,1,1,0,0,2,1,2,0,5,1,1
1088,2,26,4,10,4,4,5,1,40,39,4,2,3,3,0,13,0,2,,9,,1,,0,,1,,3,,4,,False,1,-1,9,-1,1,0,0,0,0,rally,3_4_early,Defense,13|3,13|0,2|13,2->13,1->3,1,1,1,0,1,2,0,1,0,4,1,1
1089,2,26,4,11,3,4,6,0,40,39,4,1,1,1,0,1,0,10,,5,,3,,0,,2,,2,,2,,False,0,-2,10,-1,0,0,0,0,1,rally,3_4_early,Attack,1|1,1|0,1|1,10->1,3->1,1,1,1,0,1,1,1,0,0,3,1,1
1090,2,26,4,12,2,7,4,1,39,40,2,1,3,1,0,1,0,0,,5,,5,,0,,2,,2,,1,,False,1,3,11,1,0,0,0,0,0,receive,2_receive,Attack,1|1,1|0,1|1,0->1,5->1,1,1,1,0,1,1,0,0,0,2,1,1
1091,2,26,4,13,8,5,7,1,40,39,4,2,2,3,0,13,0,5,,6,,1,,0,,1,,3,,4,,False,1,-2,12,-1,0,0,0,0,0,rally,5_8_mid,Defense,13|3,13|0,2|13,5->13,1->3,1,1,1,0,1,3,1,3,0,5,1,1
1092,2,26,4,14,6,5,8,1,40,39,4,2,2,1,0,2,0,2,,5,,1,,0,,2,,2,,4,,False,1,-3,13,-1,0,0,0,0,0,rally,5_8_mid,Attack,2|1,2|0,2|2,2->2,1->1,0,1,0,0,0,4,1,0,0,4,3,3
1093,2,26,4,15,5,5,9,0,40,39,4,1,2,1,0,1,0,13,,4,,3,,0,,2,,2,,4,,False,0,-4,14,-1,0,0,0,0,1,rally,5_8_mid,Attack,1|1,1|0,1|1,13->1,3->1,1,1,1,0,1,2,1,1,0,4,1,1
1094,2,26,4,16,6,10,5,1,39,40,4,2,2,1,0,2,0,2,,9,,1,,0,,2,,2,,4,,False,1,5,15,1,0,0,1,0,0,rally,5_8_mid,Attack,2|1,2|0,2|2,2->2,1->1,0,1,0,0,0,5,0,0,0,3,4,4plus
1095,2,26,4,17,16,6,10,1,40,39,4,0,0,0,0,0,0,2,,5,,1,,0,,2,,2,,4,,False,1,-4,16,-1,0,0,0,1,0,rally,9plus_late,Zero,0|0,0|0,0|0,2->0,1->0,1,1,1,0,1,11,1,2,0,5,1,1
1096,1,27,1,1,5,0,0,0,41,42,4,1,3,1,0,2,0,1,,8,,1,,0,,2,,2,,4,,False,0,0,0,0,1,0,0,0,1,rally,5_8_mid,Attack,2|1,2|0,1|2,1->2,1->1,1,1,0,0,1,4,0,0,1,5,1,1
1097,1,27,1,2,4,1,0,1,42,41,4,2,2,3,0,8,0,6,,9,,3,,0,,2,,2,,4,,False,1,1,1,1,1,0,0,0,0,rally,3_4_early,Control,8|3,8|0,2|8,6->8,3->3,1,1,0,0,0,2,1,0,1,4,1,1
1098,1,27,1,3,5,1,1,0,42,41,4,1,2,1,0,1,0,6,,8,,3,,0,,2,,2,,4,,False,0,0,2,0,1,0,0,0,1,rally,5_8_mid,Attack,1|1,1|0,1|1,6->1,3->1,1,1,1,0,1,3,1,0,1,5,1,1
1099,1,27,1,4,4,2,1,1,41,42,4,1,3,1,0,2,0,1,,8,,1,,0,,1,,2,,4,,False,1,1,3,1,1,0,0,0,0,rally,3_4_early,Attack,2|1,2|0,1|2,1->2,1->1,1,1,0,0,0,2,1,0,1,4,1,1
1100,1,27,1,5,4,2,2,1,42,41,4,1,1,3,0,13,0,2,,7,,1,,0,,1,,3,,4,,False,1,0,4,0,1,0,0,0,0,rally,3_4_early,Defense,13|3,13|0,1|13,2->13,1->3,1,1,1,0,0,2,0,1,1,4,1,1
1101,1,27,1,6,5,3,2,0,41,42,4,2,1,3,0,8,0,13,,9,,3,,0,,2,,1,,4,,False,0,1,5,1,1,0,0,0,1,rally,5_8_mid,Control,8|3,8|0,2|8,13->8,3->3,1,1,0,0,0,2,1,1,1,5,1,1
1102,1,27,1,7,6,3,3,1,41,42,4,1,3,1,0,2,0,1,,8,,1,,0,,1,,2,,4,,False,1,0,6,0,1,0,0,0,0,rally,5_8_mid,Attack,2|1,2|0,1|2,1->2,1->1,1,1,0,0,0,4,0,1,1,5,1,1
1103,1,27,1,8,2,3,4,1,41,42,2,2,2,3,0,8,1,15,,9,,4,,3,,1,,3,,1,,False,1,-1,7,-1,1,0,0,0,0,receive,2_receive,Control,8|3,8|0,2|8,15->8,4->3,1,1,1,1,1,0,1,0,1,2,1,1
1104,1,27,1,9,11,3,5,0,41,42,4,2,0,0,0,14,0,1,,9,,1,,0,,1,,3,,4,,False,0,-2,8,-1,0,0,0,0,1,rally,9plus_late,Defense,14|0,14|0,2|14,1->14,1->0,1,1,1,0,1,6,1,3,1,6,1,1
1105,1,27,1,10,4,6,3,1,42,41,4,2,3,1,0,1,0,5,,9,,1,,0,,2,,3,,4,,False,1,3,9,1,0,0,0,0,0,rally,3_4_early,Attack,1|1,1|0,2|1,5->1,1->1,1,1,0,0,0,3,0,0,1,4,1,1
1106,1,27,1,12,10,5,6,1,41,42,4,2,1,3,0,14,0,2,,9,,1,,0,,1,,3,,4,,False,1,-1,11,-1,1,0,0,0,0,rally,9plus_late,Defense,14|3,14|0,2|14,2->14,1->3,1,1,1,0,1,6,1,2,1,8,1,1
1107,1,27,1,13,3,5,7,0,41,42,4,1,3,1,0,2,0,1,,8,,1,,3,,1,,1,,2,,False,0,-2,12,-1,0,0,0,0,1,rally,3_4_early,Attack,2|1,2|0,1|2,1->2,1->1,1,1,0,1,0,2,0,0,1,3,1,1
1108,1,27,1,14,6,8,5,1,42,41,4,1,2,1,0,1,0,8,,8,,3,,0,,1,,1,,4,,False,1,3,13,1,0,0,0,0,0,rally,5_8_mid,Attack,1|1,1|0,1|1,8->1,3->1,1,1,1,0,0,3,2,0,1,4,1,1
1109,1,27,1,15,4,6,8,1,41,42,4,2,1,3,0,13,0,1,,9,,1,,0,,1,,3,,4,,False,1,-2,14,-1,0,0,0,0,0,rally,3_4_early,Defense,13|3,13|0,2|13,1->13,1->3,1,1,1,0,1,2,0,1,1,4,1,1
1110,1,27,1,16,5,9,6,0,42,41,4,1,2,1,0,1,0,6,,7,,3,,0,,2,,3,,4,,False,0,3,15,1,0,0,0,0,1,rally,5_8_mid,Attack,1|1,1|0,1|1,6->1,3->1,1,1,1,0,1,3,1,0,1,4,1,1
1111,1,27,1,17,2,9,7,1,42,41,2,2,2,1,0,4,3,15,,4,,4,,1,,1,,1,,1,,False,1,2,16,1,0,0,0,0,0,receive,2_receive,Attack,4|1,4|0,2|4,15->4,4->1,1,1,1,1,1,1,0,0,1,2,1,1
1112,1,27,1,18,8,9,8,1,42,41,4,2,0,0,0,13,0,2,,9,,1,,0,,1,,3,,4,,False,1,1,17,1,1,0,0,0,0,rally,5_8_mid,Defense,13|0,13|0,2|13,2->13,1->0,1,1,1,0,1,6,0,1,1,6,1,1
1113,1,27,1,19,2,9,9,1,41,42,2,1,1,2,0,10,1,15,,5,,4,,3,,1,,1,,1,,False,1,0,18,0,1,0,0,0,0,receive,2_receive,Control,10|2,10|0,1|10,15->10,4->2,1,1,1,1,0,0,1,0,1,2,1,1
1114,1,27,1,20,2,9,10,1,41,42,2,2,1,3,0,7,1,15,,5,,4,,3,,1,,2,,1,,False,1,-1,19,-1,1,0,0,1,0,receive,2_receive,Attack,7|3,7|0,2|7,15->7,4->3,1,1,1,1,1,1,0,0,1,2,1,1
1115,1,27,2,1,5,0,0,0,42,41,4,1,0,0,0,5,0,6,,7,,3,,0,,2,,3,,4,,False,0,0,0,0,1,0,0,0,1,rally,5_8_mid,Attack,5|0,5|0,1|5,6->5,3->0,1,1,1,0,1,3,1,0,1,5,1,1
1116,1,27,2,2,9,0,1,0,42,41,4,1,3,1,0,1,0,6,,8,,3,,0,,2,,2,,4,,False,0,-1,1,-1,1,0,0,0,1,rally,9plus_late,Attack,1|1,1|0,1|1,6->1,3->1,1,1,1,0,1,8,0,0,1,5,1,1
1118,1,27,2,4,10,1,2,1,42,41,4,1,0,0,0,1,0,6,,8,,3,,0,,2,,3,,4,,False,1,-1,3,-1,1,0,0,0,0,rally,9plus_late,Attack,1|0,1|0,1|1,6->1,3->0,1,1,1,0,1,7,1,1,1,8,1,1
1119,1,27,2,5,3,1,3,0,42,41,4,1,3,1,0,1,0,10,,8,,2,,1,,1,,1,,2,,False,0,-2,4,-1,0,0,0,0,1,rally,3_4_early,Attack,1|1,1|0,1|1,10->1,2->1,1,1,1,1,0,1,1,0,1,3,1,1
1120,1,27,2,6,5,1,4,0,42,41,4,1,3,1,0,1,0,6,,8,,3,,0,,2,,3,,4,,False,0,-3,5,-1,0,0,0,0,1,rally,5_8_mid,Attack,1|1,1|0,1|1,6->1,3->1,1,1,1,0,1,4,0,0,1,4,1,1
1121,1,27,2,7,3,5,1,0,41,42,4,2,3,3,0,6,0,1,,5,,1,,3,,2,,1,,2,,False,0,4,6,1,0,0,0,0,1,rally,3_4_early,Attack,6|3,6|0,2|6,1->6,1->3,1,1,1,1,0,2,0,0,1,3,1,1
1122,1,27,2,8,5,5,2,0,41,42,4,1,0,0,0,1,0,8,,7,,3,,0,,2,,3,,4,,False,0,3,7,1,0,0,0,0,1,rally,5_8_mid,Attack,1|0,1|0,1|1,8->1,3->0,1,1,1,0,1,3,1,0,1,4,1,1
1123,1,27,2,9,3,3,5,0,42,41,4,2,3,1,0,1,0,4,,8,,1,,1,,2,,2,,2,,False,0,-2,8,-1,0,0,0,0,1,rally,3_4_early,Attack,1|1,1|0,2|1,4->1,1->1,1,1,0,1,0,2,0,0,1,3,1,1
1124,1,27,2,10,5,3,6,0,42,41,4,2,2,1,0,1,0,13,,8,,3,,0,,2,,2,,4,,False,0,-3,9,-1,0,0,0,0,1,rally,5_8_mid,Attack,1|1,1|0,2|1,13->1,3->1,1,1,1,0,0,2,1,1,1,4,1,1
1125,1,27,2,11,2,3,7,1,42,41,2,2,2,1,0,4,3,15,,7,,5,,1,,1,,3,,1,,False,1,-4,10,-1,0,0,0,0,0,receive,2_receive,Attack,4|1,4|0,2|4,15->4,5->1,1,1,1,1,1,1,0,0,1,2,1,1
1126,1,27,2,12,4,3,8,1,42,41,4,2,1,3,0,13,0,6,,9,,3,,0,,2,,3,,4,,False,1,-5,11,-1,0,0,0,0,0,rally,3_4_early,Defense,13|3,13|0,2|13,6->13,3->3,1,1,0,0,0,2,0,1,1,4,1,1
1127,1,27,2,13,2,9,3,1,41,42,2,1,3,1,0,1,1,15,,7,,4,,3,,1,,3,,1,,False,1,6,12,1,0,0,0,0,0,receive,2_receive,Attack,1|1,1|0,1|1,15->1,4->1,1,1,1,1,0,1,0,0,1,2,1,1
1128,1,27,2,14,6,9,4,1,41,42,4,1,0,0,0,1,0,1,,7,,1,,0,,1,,2,,4,,False,1,5,13,1,0,0,0,0,0,rally,5_8_mid,Attack,1|0,1|0,1|1,1->1,1->0,0,1,1,0,0,4,0,1,1,4,2,2
1129,1,27,2,15,4,5,9,1,42,41,4,1,0,0,0,7,0,6,,0,,3,,0,,2,,2,,4,,False,1,-4,14,-1,0,0,0,0,0,rally,3_4_early,Attack,7|0,7|0,1|7,6->7,3->0,1,0,1,0,1,3,0,0,1,4,1,1
1130,1,27,2,16,3,10,5,0,41,42,4,1,3,1,0,1,0,4,,8,,1,,3,,2,,2,,2,,False,0,5,15,1,0,0,1,0,1,rally,3_4_early,Attack,1|1,1|0,1|1,4->1,1->1,1,1,0,1,1,2,0,0,1,3,1,1
1131,1,27,2,17,3,6,10,0,42,41,4,2,2,1,0,1,0,10,,8,,2,,1,,1,,1,,2,,False,0,-4,16,-1,0,0,0,1,1,rally,3_4_early,Attack,1|1,1|0,2|1,10->1,2->1,1,1,1,1,1,1,1,0,1,3,1,1
1132,1,27,3,1,3,0,0,0,41,42,4,2,3,3,0,6,0,1,,9,,1,,3,,1,,3,,2,,False,0,0,0,0,1,0,0,0,1,rally,3_4_early,Attack,6|3,6|0,2|6,1->6,1->3,1,1,1,1,1,2,0,0,1,3,1,1
1133,1,27,3,2,5,0,1,0,41,42,4,1,3,1,0,1,0,13,,8,,3,,0,,2,,1,,4,,False,0,-1,1,-1,1,0,0,0,1,rally,5_8_mid,Attack,1|1,1|0,1|1,13->1,3->1,1,1,1,0,1,3,0,1,1,4,1,1
1134,1,27,3,3,3,2,0,0,42,41,4,1,3,1,0,1,0,7,,7,,3,,1,,2,,2,,2,,False,0,2,2,1,0,0,0,0,1,rally,3_4_early,Attack,1|1,1|0,1|1,7->1,3->1,1,1,1,1,1,2,0,0,1,3,1,1
1135,1,27,3,4,3,2,1,0,42,41,4,1,3,1,0,1,0,8,,8,,3,,1,,2,,1,,2,,False,0,1,3,1,1,0,0,0,1,rally,3_4_early,Attack,1|1,1|0,1|1,8->1,3->1,1,1,1,1,1,1,1,0,1,3,1,1
1136,1,27,3,5,5,2,2,0,41,42,4,2,1,3,0,6,0,1,,8,,1,,0,,1,,3,,4,,False,0,0,4,0,1,0,0,0,1,rally,5_8_mid,Attack,6|3,6|0,2|6,1->6,1->3,1,1,1,0,1,4,0,0,1,3,1,1
1137,1,27,3,6,2,3,2,1,42,41,2,2,1,1,0,1,3,15,,8,,5,,1,,2,,1,,1,,False,1,1,5,1,1,0,0,0,0,receive,2_receive,Attack,1|1,1|0,2|1,15->1,5->1,1,1,1,1,0,1,0,0,1,2,1,1
